id,Age
74051,7.027954981725955
74052,7.997104093390464
74053,10.01750348610092
74054,9.134511759052574
74055,7.363894852131649
74056,12.36118168403557
74057,10.931500946210218
74058,8.006891117252303
74059,12.595588932463606
74060,9.967927730245076
74061,11.756940177343099
74062,10.139607188732226
74063,4.0000000000000036
74064,11.886078979182054
74065,5.127440892720109
74066,6.0000000000000036
74067,10.757440660191035
74068,12.532139082105976
74069,10.30694069591812
74070,10.157795754781825
74071,14.947017942135579
74072,8.996933544045511
74073,8.35614675609465
74074,9.0853284841641
74075,11.303155320647766
74076,9.170982978632193
74077,11.857013256778917
74078,10.455638804646226
74079,8.797337645734594
74080,11.328419732162743
74081,10.855430467415937
74082,10.753770014878215
74083,10.257164808354416
74084,11.657242210537673
74085,10.59995669348555
74086,7.05619151864213
74087,9.178235132611428
74088,10.556292091733107
74089,8.203324224248748
74090,9.796953773661016
74091,7.006822107138161
74092,9.722741365977333
74093,10.056119403897048
74094,9.71495456118504
74095,17.340234393529464
74096,11.841892730453358
74097,6.017562401293917
74098,5.998590756240958
74099,14.339238907619166
74100,9.977088857145441
74101,10.589962021831932
74102,9.079303790181454
74103,10.960354131637832
74104,9.864206605293704
74105,8.521602813313569
74106,11.11007993411314
74107,9.422322045178088
74108,5.008360839993895
74109,8.8657349255723
74110,5.252153297153553
74111,10.470557639426799
74112,6.980802172844447
74113,8.044883379738671
74114,10.93091848019373
74115,9.20894134877261
74116,10.178832921123012
74117,12.756452599673741
74118,9.8631666427411
74119,8.432135885653082
74120,16.339621920220274
74121,9.516038149858026
74122,7.001268712046063
74123,11.759854513588204
74124,5.092310385243524
74125,7.0000000000000036
74126,7.0000000000000036
74127,11.165002032677037
74128,10.31439943925149
74129,9.133563001264651
74130,9.90088324166029
74131,10.072743134190203
74132,7.447918832953267
74133,10.000388503255303
74134,11.204729666220173
74135,4.120346119524763
74136,6.108164019912955
74137,5.127440892720109
74138,17.101179630583534
74139,10.743498187174863
74140,13.886731300460267
74141,9.226851935814024
74142,10.489523983899364
74143,14.474253163301169
74144,13.719837852369372
74145,10.86997609488129
74146,7.988741624300852
74147,9.904482926962435
74148,5.259048574624806
74149,10.090204496228628
74150,8.629659861538709
74151,8.982744461397276
74152,13.786594165994517
74153,10.434645012010252
74154,7.870695594372457
74155,6.040773020645421
74156,12.508666013278447
74157,10.512555261355105
74158,11.504135760613734
74159,9.93685109198893
74160,13.034387450163104
74161,9.896635711385965
74162,9.443636495000515
74163,9.657078329733919
74164,9.736649730248912
74165,10.117240251163482
74166,9.033904819676598
74167,10.914945608370276
74168,10.106333566204173
74169,11.178463688993574
74170,10.19416802657051
74171,12.215209016375761
74172,10.885757336399692
74173,7.0226504111768335
74174,11.132359143435187
74175,9.479368940566863
74176,8.93855745192494
74177,10.342856795733333
74178,12.42493041421048
74179,11.722150865701598
74180,5.754649064063344
74181,8.081188395086834
74182,10.43174220231606
74183,7.0000000000000036
74184,11.266863700911406
74185,12.164130981607766
74186,9.520379530278188
74187,9.511798633762426
74188,11.408439112207434
74189,5.935236279713353
74190,9.016561718234092
74191,10.436882213044973
74192,11.255819789470381
74193,9.106075455466868
74194,4.0000000000000036
74195,11.805502111973576
74196,11.96558663998397
74197,10.068043495098932
74198,6.828017492276572
74199,9.56375961894446
74200,10.66039491853215
74201,8.093878895722652
74202,11.319375652540193
74203,10.714535731446448
74204,11.115866412753618
74205,9.911948575005535
74206,8.937051445682721
74207,8.519558841517458
74208,11.524986716612137
74209,16.219958861307752
74210,10.5006034083164
74211,6.983809763327223
74212,8.98107706622959
74213,10.678406340404353
74214,12.323752541072077
74215,8.291760461204543
74216,7.0000000000000036
74217,16.604426226953912
74218,11.030379485854075
74219,7.99371136072522
74220,14.987562990178208
74221,7.949607034807235
74222,10.381293903968176
74223,9.802748775551818
74224,8.131961552414138
74225,10.52599250656466
74226,9.90273619917829
74227,11.059903121906375
74228,4.0000000000000036
74229,11.597986742472154
74230,9.689165965453489
74231,7.991904815699858
74232,10.951363619263848
74233,6.002785490861358
74234,10.61862446303656
74235,10.918508199635857
74236,7.736450650280361
74237,9.004070274306725
74238,10.208951288141288
74239,6.0011160000000014
74240,7.4873343332191755
74241,7.874001111236593
74242,12.788447133245354
74243,10.119638550675104
74244,6.995643741558856
74245,10.1933967652627
74246,9.960958817718192
74247,8.277607091502993
